locale,date,month,year,dateid,x,y,weight,count,price,adj_price,adj_revenue,lat,lon,predictions,predictions_u,residuals,stnderror,u,e
"Farmers & Trader's Commission Co., MO",Dec 2002,12,2002,Dec 2002_40,360339.41,-13576.37,618.03931,1665,83.710335,116.37048,861409.06,39.812832,-91.528313,6.3902826,6.4271007,.036269497,.00091681624,.036818098,-.00054860063
"Farmers & Trader's Commission Co., MO",Jan 2003,1,2003,Jan 2003_40,360339.41,-13576.37,558.82587,539,82.724869,112.43801,249173.23,39.812832,-91.528313,6.3902826,6.4271007,-.064444706,.00091681624,.036818098,-.10126281
"Farmers & Trader's Commission Co., MO",Feb 2003,2,2003,Feb 2003_40,360339.41,-13576.37,599.20905,1645,83.492531,113.4814,822985,39.812832,-91.528313,6.3902826,6.4271007,.0053275353,.00091681624,.036818098,-.031490564
"Farmers & Trader's Commission Co., MO",Mar 2003,3,2003,Mar 2003_40,360339.41,-13576.37,613.85468,2930,79.815651,108.48386,1435559.6,39.812832,-91.528313,6.3917933,6.4286113,.027965028,.00075691164,.036818098,-.0088530723
"Farmers & Trader's Commission Co., MO",Apr 2003,4,2003,Apr 2003_40,360339.41,-13576.37,616.91443,1817,83.367157,113.31099,934490.44,39.812832,-91.528313,6.392478,6.429296,.032252222,.00095051632,.036818098,-.0045658783
"Farmers & Trader's Commission Co., MO",May 2003,5,2003,May 2003_40,360339.41,-13576.37,597.31262,658,87.953156,119.54419,345683.78,39.812832,-91.528313,6.3921881,6.4290061,.00025268484,.00085386779,.036818098,-.036565416
"Farmers & Trader's Commission Co., MO",Jun 2003,6,2003,Jun 2003_40,360339.41,-13576.37,587.3501,692,95.268005,129.48639,387213.28,39.812832,-91.528313,6.3955102,6.4323282,-.01988904,.00014392583,.036818098,-.05670714
"Farmers & Trader's Commission Co., MO",Jul 2003,7,2003,Jul 2003_40,360339.41,-13576.37,703.17133,857,94.355301,128.24586,568601.88,39.812832,-91.528313,6.3920803,6.4288988,.1635201,.00088564737,.036818098,.12670201
"Farmers & Trader's Commission Co., MO",Aug 2003,8,2003,Aug 2003_40,360339.41,-13576.37,615.88434,1413,94.901161,128.98778,825872.13,39.812832,-91.528313,6.3913178,6.4281359,.03174137,.0011111484,.036818098,-.0050767297
"Farmers & Trader's Commission Co., MO",Sep 2003,9,2003,Sep 2003_40,360339.41,-13576.37,628.5224,1341,99.673706,135.47453,840098.38,39.812832,-91.528313,6.3913178,6.4281359,.052054156,.0011111484,.036818098,.015236056
"Farmers & Trader's Commission Co., MO",Oct 2003,10,2003,Oct 2003_40,360339.41,-13576.37,641.08014,1703,97.25132,132.18208,1061750.5,39.812832,-91.528313,6.3913178,6.4281359,.071836695,.0011111484,.036818098,.035018601
"Farmers & Trader's Commission Co., MO",Nov 2003,11,2003,Nov 2003_40,360339.41,-13576.37,581.33661,2297,92.348183,125.51782,1233153.1,39.812832,-91.528313,6.3913178,6.4281359,-.025987875,.0011111484,.036818098,-.062805973
"Farmers & Trader's Commission Co., MO",Dec 2003,12,2003,Dec 2003_40,360339.41,-13576.37,610.7995,1549,93.640137,127.27382,885955.94,39.812832,-91.528313,6.3913178,6.4281359,.023451079,.0011111484,.036818098,-.013367021
"Farmers & Trader's Commission Co., MO",Jan 2004,1,2004,Jan 2004_40,360339.41,-13576.37,618.24878,2158,89.360428,118.30638,1192229.9,39.812832,-91.528313,6.3913178,6.4281359,.035573233,.0011111484,.036818098,-.0012448661
"Farmers & Trader's Commission Co., MO",Feb 2004,2,2004,Feb 2004_40,360339.41,-13576.37,622.13239,1974,92.603149,122.59949,1137249.4,39.812832,-91.528313,6.3913178,6.4281359,.041835058,.0011111484,.036818098,.0050169593
"Farmers & Trader's Commission Co., MO",Mar 2004,3,2004,Mar 2004_40,360339.41,-13576.37,589.26581,5183,98.522842,130.43672,3009050,39.812832,-91.528313,6.3932352,6.4300532,-.014357843,.0018952611,.036818098,-.051175941
"Farmers & Trader's Commission Co., MO",Apr 2004,4,2004,Apr 2004_40,360339.41,-13576.37,591.88788,1526,97.595879,129.20949,881506.38,39.812832,-91.528313,6.3914428,6.4282613,-.0081254952,.0011494512,.036818098,-.044943593
"Farmers & Trader's Commission Co., MO",May 2004,5,2004,May 2004_40,360339.41,-13576.37,600.94116,1262,110.48736,146.27682,837922.63,39.812832,-91.528313,6.3914618,6.4282799,.0070353779,.0011554264,.036818098,-.029782722
"Farmers & Trader's Commission Co., MO",Jun 2004,6,2004,Jun 2004_40,360339.41,-13576.37,642.48322,609,115.15678,152.45879,450576.56,39.812832,-91.528313,6.3938065,6.4306245,.071534276,.00047160953,.036818098,.034716178
"Farmers & Trader's Commission Co., MO",Jul 2004,7,2004,Jul 2004_40,360339.41,-13576.37,723.68176,671,115.53313,152.95703,561017.81,39.812832,-91.528313,6.39643,6.4332485,.1879213,.00034663282,.036818098,.1511032
"Farmers & Trader's Commission Co., MO",Aug 2004,8,2004,Aug 2004_40,360339.41,-13576.37,661.66132,693,116.5719,154.33229,534518.63,39.812832,-91.528313,6.3951735,6.4319921,.099580072,.00013602838,.036818098,.06276197
"Farmers & Trader's Commission Co., MO",Sep 2004,9,2004,Sep 2004_40,360339.41,-13576.37,629.37817,1197,114.81332,152.00407,864964.19,39.812832,-91.528313,6.3951735,6.4319921,.04955842,.00013602838,.036818098,.012740321
"Farmers & Trader's Commission Co., MO",Oct 2004,10,2004,Oct 2004_40,360339.41,-13576.37,543.97845,1856,112.72028,149.23303,1138051,39.812832,-91.528313,6.3951735,6.4319921,-.096264102,.00013602838,.036818098,-.13308221
"Farmers & Trader's Commission Co., MO",Nov 2004,11,2004,Nov 2004_40,360339.41,-13576.37,644.50446,1492,107.73177,142.62863,1035949.4,39.812832,-91.528313,6.3951735,6.4319921,.073308252,.00013602838,.036818098,.03649015
"Farmers & Trader's Commission Co., MO",Dec 2004,12,2004,Dec 2004_40,360339.41,-13576.37,616.93909,1780,99.462547,131.68082,1092249.5,39.812832,-91.528313,6.3951735,6.4319921,.029596586,.00013602838,.036818098,-.007221513
"Farmers & Trader's Commission Co., MO",Jan 2005,1,2005,Jan 2005_40,360339.41,-13576.37,631.78894,2268,103.6105,132.67723,1484632.1,39.812832,-91.528313,6.3951735,6.4319921,.0533817,.00013602838,.036818098,.016563602
"Farmers & Trader's Commission Co., MO",Feb 2005,2,2005,Feb 2005_40,360339.41,-13576.37,591.2345,1946,110.1223,141.01584,1267003.6,39.812832,-91.528313,6.3951735,6.4319921,-.012961131,.00013602838,.036818098,-.049779229
"Farmers & Trader's Commission Co., MO",Mar 2005,3,2005,Mar 2005_40,360339.41,-13576.37,572.61542,2343,119.60863,153.16347,1604714.9,39.812832,-91.528313,6.3934317,6.4302497,-.043217346,.00082062761,.036818098,-.080035448
"Farmers & Trader's Commission Co., MO",Apr 2005,4,2005,Apr 2005_40,360339.41,-13576.37,581.5863,1863,119.90472,153.54262,1299162,39.812832,-91.528313,6.3944154,6.4312334,-.028655911,.00028185651,.036818098,-.065474011
"Farmers & Trader's Commission Co., MO",May 2005,5,2005,May 2005_40,360339.41,-13576.37,572.7627,856,120.55867,154.38002,591080.94,39.812832,-91.528313,6.3944221,6.4312401,-.043950319,.00027828349,.036818098,-.080768421
"Farmers & Trader's Commission Co., MO",Jun 2005,6,2005,Jun 2005_40,360339.41,-13576.37,732.90015,761,118.00159,151.10558,658138.5,39.812832,-91.528313,6.3995438,6.4363618,.19746614,.0016856827,.036818098,.16064803
"Farmers & Trader's Commission Co., MO",Jul 2005,7,2005,Jul 2005_40,360339.41,-13576.37,733.89386,1137,107.78782,138.02644,899421.75,39.812832,-91.528313,6.3952127,6.4320307,.20315161,.00045167457,.036818098,.16633351
"Farmers & Trader's Commission Co., MO",Aug 2005,8,2005,Aug 2005_40,360339.41,-13576.37,652.44995,983,111.10825,142.2784,712602,39.812832,-91.528313,6.3953977,6.4322157,.085336782,.00049939594,.036818098,.048518684
"Farmers & Trader's Commission Co., MO",Sep 2005,9,2005,Sep 2005_40,360339.41,-13576.37,563.91882,654,122.49822,156.86369,451777,39.812832,-91.528313,6.3953977,6.4322157,-.060487173,.00049939594,.036818098,-.097305268
"Farmers & Trader's Commission Co., MO",Oct 2005,10,2005,Oct 2005_40,360339.41,-13576.37,607.47693,2079,117.56461,150.54601,1484775.8,39.812832,-91.528313,6.3953977,6.4322157,.013916591,.00049939594,.036818098,-.022901507
"Farmers & Trader's Commission Co., MO",Nov 2005,11,2005,Nov 2005_40,360339.41,-13576.37,604.38367,1890,116.74769,149.49991,1333591.5,39.812832,-91.528313,6.3953977,6.4322157,.0088115726,.00049939594,.036818098,-.028006526
"Farmers & Trader's Commission Co., MO",Dec 2005,12,2005,Dec 2005_40,360339.41,-13576.37,614.80444,1027,112.30427,143.80994,709093.88,39.812832,-91.528313,6.3953977,6.4322157,.025906662,.00049939594,.036818098,-.010911438
"Farmers & Trader's Commission Co., MO",Jan 2006,1,2006,Jan 2006_40,360339.41,-13576.37,625.01501,2632,118.29144,146.7431,1945941.1,39.812832,-91.528313,6.3953977,6.4322157,.042378046,.00049939594,.036818098,.0055599483
"Farmers & Trader's Commission Co., MO",Feb 2006,2,2006,Feb 2006_40,360339.41,-13576.37,647.15747,2005,117.56242,145.83871,1525431.9,39.812832,-91.528313,6.3953977,6.4322157,.077191927,.00049939594,.036818098,.040373828
"Farmers & Trader's Commission Co., MO",Mar 2006,3,2006,Mar 2006_40,360339.41,-13576.37,598.90887,1887,115.64137,143.45563,1306910.5,39.812832,-91.528313,6.3967834,6.4336014,-.0016738262,.00043496388,.036818098,-.038491927
"Farmers & Trader's Commission Co., MO",Apr 2006,4,2006,Apr 2006_40,360339.41,-13576.37,625.73438,1630,113.82309,141.20001,1160935.3,39.812832,-91.528313,6.3961568,6.4329748,.042768903,.00027090358,.036818098,.0059508029
"Farmers & Trader's Commission Co., MO",May 2006,5,2006,May 2006_40,360339.41,-13576.37,648.31897,708,119.08015,147.7215,546589.56,39.812832,-91.528313,6.3951302,6.4319482,.079252958,.00062774221,.036818098,.04243486
"Farmers & Trader's Commission Co., MO",Jun 2006,6,2006,Jun 2006_40,360339.41,-13576.37,687.70416,764,110.07774,136.55382,578355,39.812832,-91.528313,6.3897347,6.4265528,.14362371,.0011415386,.036818098,.10680562
"Farmers & Trader's Commission Co., MO",Jul 2006,7,2006,Jul 2006_40,360339.41,-13576.37,718.69305,1141,120.88824,149.96448,991318.38,39.812832,-91.528313,6.38903,6.425848,.1884046,.0013412118,.036818098,.1515865
"Farmers & Trader's Commission Co., MO",Aug 2006,8,2006,Aug 2006_40,360339.41,-13576.37,682.58044,930,126.84486,157.35381,805210.94,39.812832,-91.528313,6.3923664,6.4291844,.13351408,.00047139087,.036818098,.096695974
"Farmers & Trader's Commission Co., MO",Sep 2006,9,2006,Sep 2006_40,360339.41,-13576.37,584.88763,1581,120.68519,149.71259,1115984.9,39.812832,-91.528313,6.3923664,6.4291844,-.020946357,.00047139087,.036818098,-.057764456
"Farmers & Trader's Commission Co., MO",Oct 2006,10,2006,Oct 2006_40,360339.41,-13576.37,615.53436,1576,111.22831,137.98112,1079006,39.812832,-91.528313,6.3923664,6.4291844,.030124333,.00047139087,.036818098,-.006693766
"Farmers & Trader's Commission Co., MO",Nov 2006,11,2006,Nov 2006_40,360339.41,-13576.37,623.07269,1426,95.423286,118.37465,847837.44,39.812832,-91.528313,6.3923664,6.4291844,.042297032,.00047139087,.036818098,.005478933
"Farmers & Trader's Commission Co., MO",Dec 2006,12,2006,Dec 2006_40,360339.41,-13576.37,613.85577,999,94.768105,117.56188,581157.75,39.812832,-91.528313,6.3923664,6.4291844,.027393963,.00047139087,.036818098,-.0094241351
"Farmers & Trader's Commission Co., MO",Jan 2007,1,2007,Jan 2007_40,360339.41,-13576.37,630.85565,1557,94.872185,114.45492,931874.69,39.812832,-91.528313,6.3923664,6.4291844,.05471101,.00047139087,.036818098,.017892912
"Farmers & Trader's Commission Co., MO",Feb 2007,2,2007,Feb 2007_40,360339.41,-13576.37,618.87823,377,92.092117,111.10102,214866.66,39.812832,-91.528313,6.3923664,6.4291844,.035542157,.00047139087,.036818098,-.0012759422
"Farmers & Trader's Commission Co., MO",Mar 2007,3,2007,Mar 2007_40,360339.41,-13576.37,612.29834,3010,107.27238,129.41466,1977049.3,39.812832,-91.528313,6.3962126,6.4330306,.021007171,.0019940422,.036818098,-.015810927
"Farmers & Trader's Commission Co., MO",Apr 2007,4,2007,Apr 2007_40,360339.41,-13576.37,592.30157,1039,111.60613,134.64296,686825.63,39.812832,-91.528313,6.3956141,6.4324322,-.011598085,.0016757166,.036818098,-.048416182
"Farmers & Trader's Commission Co., MO",May 2007,5,2007,May 2007_40,360339.41,-13576.37,593.35651,856,115.00129,138.73891,584106.69,39.812832,-91.528313,6.3953495,6.4321675,-.0095539568,.0015362679,.036818098,-.046372056
"Farmers & Trader's Commission Co., MO",Jun 2007,6,2007,Jun 2007_40,360339.41,-13576.37,659.14838,971,109.41439,131.99881,700288.25,39.812832,-91.528313,6.394691,6.431509,.09625756,.0016822624,.036818098,.059439462
"Farmers & Trader's Commission Co., MO",Jul 2007,7,2007,Jul 2007_40,360339.41,-13576.37,671.78619,609,115.64007,139.50955,473104.09,39.812832,-91.528313,6.3941813,6.4309993,.11575889,.0018016881,.036818098,.078940786
"Farmers & Trader's Commission Co., MO",Aug 2007,8,2007,Aug 2007_40,360339.41,-13576.37,647.11414,1211,116.13332,140.10461,910084.88,39.812832,-91.528313,6.397512,6.43433,.075010844,.0011626183,.036818098,.038192745
"Farmers & Trader's Commission Co., MO",Sep 2007,9,2007,Sep 2007_40,360339.41,-13576.37,625.33557,1812,114.06083,137.60432,1292432.5,39.812832,-91.528313,6.397512,6.43433,.040776797,.0011626183,.036818098,.0039586965
"Farmers & Trader's Commission Co., MO",Oct 2007,10,2007,Oct 2007_40,360339.41,-13576.37,603.14264,1347,106.21098,128.13419,862893.25,39.812832,-91.528313,6.397512,6.43433,.0046420759,.0011626183,.036818098,-.032176021
"Farmers & Trader's Commission Co., MO",Nov 2007,11,2007,Nov 2007_40,360339.41,-13576.37,615.52429,1547,100.95685,121.79554,961327.31,39.812832,-91.528313,6.397512,6.43433,.02496249,.0011626183,.036818098,-.011855608
"Farmers & Trader's Commission Co., MO",Dec 2007,12,2007,Dec 2007_40,360339.41,-13576.37,624.04388,1018,102.01187,123.06832,648057.63,39.812832,-91.528313,6.397512,6.43433,.038708754,.0011626183,.036818098,.0018906537
"Farmers & Trader's Commission Co., MO",Jan 2008,1,2008,Jan 2008_40,360339.41,-13576.37,601.94366,1880,94.324287,109.56411,1067424.6,39.812832,-91.528313,6.397512,6.43433,.0026517573,.0011626183,.036818098,-.03416634
"Farmers & Trader's Commission Co., MO",Feb 2008,2,2008,Feb 2008_40,360339.41,-13576.37,625.47437,1363,103.17339,119.84296,879575.44,39.812832,-91.528313,6.397512,6.43433,.040998526,.0011626183,.036818098,.0041804258
"Farmers & Trader's Commission Co., MO",Mar 2008,3,2008,Mar 2008_40,360339.41,-13576.37,610.58838,2073,105.49744,122.5425,1335333.5,39.812832,-91.528313,6.3935342,6.4303522,.020888772,.0010305503,.036818098,-.015929326
"Farmers & Trader's Commission Co., MO",Apr 2008,4,2008,Apr 2008_40,360339.41,-13576.37,610.47906,2226,103.97497,120.77404,1412943.3,39.812832,-91.528313,6.3947053,6.4315233,.019538736,.0003990462,.036818098,-.017279364
"Farmers & Trader's Commission Co., MO",May 2008,5,2008,May 2008_40,360339.41,-13576.37,600.3017,1180,107.15571,124.46869,759043.88,39.812832,-91.528313,6.395381,6.432199,.0020513746,.00011638223,.036818098,-.034766726
"Farmers & Trader's Commission Co., MO",Jun 2008,6,2008,Jun 2008_40,360339.41,-13576.37,597.73755,961,109.9866,127.75697,631791.38,39.812832,-91.528313,6.397913,6.434731,-.0047612414,.00085749908,.036818098,-.04157934
"Farmers & Trader's Commission Co., MO",Jul 2008,7,2008,Jul 2008_40,360339.41,-13576.37,670.69269,826,106.40371,123.59518,589468.25,39.812832,-91.528313,6.3974004,6.4342184,.11091096,.00070597779,.036818098,.074092858
"Farmers & Trader's Commission Co., MO",Aug 2008,8,2008,Aug 2008_40,360339.41,-13576.37,668.73004,756,103.69064,120.44376,524218.28,39.812832,-91.528313,6.3963289,6.433147,.10905191,.00038996735,.036818098,.072233818
"Farmers & Trader's Commission Co., MO",Sep 2008,9,2008,Sep 2008_40,360339.41,-13576.37,637.31677,1199,107.87769,125.30731,824339.56,39.812832,-91.528313,6.3963289,6.433147,.06093809,.00038996735,.036818098,.024119992
"Farmers & Trader's Commission Co., MO",Oct 2008,10,2008,Oct 2008_40,360339.41,-13576.37,606.62219,646,96.015297,111.52834,376262.75,39.812832,-91.528313,6.3963289,6.433147,.01157734,.00038996735,.036818098,-.02524076
"Farmers & Trader's Commission Co., MO",Nov 2008,11,2008,Nov 2008_40,360339.41,-13576.37,644.85272,1357,90.077484,104.63116,788236.63,39.812832,-91.528313,6.3963289,6.433147,.07269308,.00038996735,.036818098,.035874981
"Farmers & Trader's Commission Co., MO",Dec 2008,12,2008,Dec 2008_40,360339.41,-13576.37,598.21844,982,83.969284,97.536064,493277.97,39.812832,-91.528313,6.3963289,6.433147,-.0023725315,.00038996735,.036818098,-.039190631
"Farmers & Trader's Commission Co., MO",Jan 2009,1,2009,Jan 2009_40,360339.41,-13576.37,629.48346,2656,93.367767,108.84028,1561023.1,39.812832,-91.528313,6.3963289,6.433147,.048570842,.00038996735,.036818098,.011752744
"Farmers & Trader's Commission Co., MO",Feb 2009,2,2009,Feb 2009_40,360339.41,-13576.37,596.26849,1590,99.330833,115.79152,941722.75,39.812832,-91.528313,6.3963289,6.433147,-.0056374357,.00038996735,.036818098,-.042455535
"Farmers & Trader's Commission Co., MO",Mar 2009,3,2009,Mar 2009_40,360339.41,-13576.37,613.6701,2330,97.399796,113.54048,1392672.3,39.812832,-91.528313,6.395936,6.432754,.023521306,.00051254674,.036818098,-.013296792
"Farmers & Trader's Commission Co., MO",Apr 2009,4,2009,Apr 2009_40,360339.41,-13576.37,601.42126,1830,97.584122,113.75535,1074011.8,39.812832,-91.528313,6.3967962,6.4336143,.0024996987,.00037575592,.036818098,-.034318399
"Farmers & Trader's Commission Co., MO",May 2009,5,2009,May 2009_40,360339.41,-13576.37,554.50562,1026,103.68885,120.87173,589909.5,39.812832,-91.528313,6.395988,6.4328065,-.077911086,.00049265742,.036818098,-.11472918
"Farmers & Trader's Commission Co., MO",Jun 2009,6,2009,Jun 2009_40,360339.41,-13576.37,634.06836,955,96.744263,112.77631,585820.69,39.812832,-91.528313,6.3979793,6.4347973,.054177865,.0010746116,.036818098,.017359765
"Farmers & Trader's Commission Co., MO",Jul 2009,7,2009,Jul 2009_40,360339.41,-13576.37,691.81696,470,100.12157,116.71329,325549.25,39.812832,-91.528313,6.3974714,6.4342899,.14184977,.00092536357,.036818098,.10503168
"Farmers & Trader's Commission Co., MO",Aug 2009,8,2009,Aug 2009_40,360339.41,-13576.37,673.27844,1617,93.312744,108.77614,1015887.7,39.812832,-91.528313,6.397758,6.434576,.11440105,.0010094846,.036818098,.077582948
"Farmers & Trader's Commission Co., MO",Sep 2009,9,2009,Sep 2009_40,360339.41,-13576.37,625.30304,916,94.517853,110.18095,541377.06,39.812832,-91.528313,6.397758,6.434576,.040478416,.0010094846,.036818098,.0036603159
"Farmers & Trader's Commission Co., MO",Oct 2009,10,2009,Oct 2009_40,360339.41,-13576.37,605.75604,1645,93.060455,108.48204,927318.31,39.812832,-91.528313,6.397758,6.434576,.0087196296,.0010094846,.036818098,-.02809847
"Farmers & Trader's Commission Co., MO",Nov 2009,11,2009,Nov 2009_40,360339.41,-13576.37,611.36749,985,91.829903,107.04757,552996.94,39.812832,-91.528313,6.397758,6.434576,.017940229,.0010094846,.036818098,-.018877869
"Farmers & Trader's Commission Co., MO",Dec 2009,12,2009,Dec 2009_40,360339.41,-13576.37,638.62451,1207,94.722382,110.41938,730138.88,39.812832,-91.528313,6.397758,6.434576,.06155891,.0010094846,.036818098,.02474081
"Farmers & Trader's Commission Co., MO",Jan 2010,1,2010,Jan 2010_40,360339.41,-13576.37,627.38019,2195,93.604637,107.35548,1289029,39.812832,-91.528313,6.397758,6.434576,.043794818,.0010094846,.036818098,.0069767181
"Farmers & Trader's Commission Co., MO",Feb 2010,2,2010,Feb 2010_40,360339.41,-13576.37,632.24323,1328,98.510712,112.98227,827114.63,39.812832,-91.528313,6.397758,6.434576,.051516242,.0010094846,.036818098,.014698142
"Farmers & Trader's Commission Co., MO",Mar 2010,3,2010,Mar 2010_40,360339.41,-13576.37,624.73077,1847,101.82838,116.78731,1174975,39.812832,-91.528313,6.3987908,6.4356089,.038529929,.00081705372,.036818098,.0017118297
"Farmers & Trader's Commission Co., MO",Apr 2010,4,2010,Apr 2010_40,360339.41,-13576.37,621.6839,2417,110.80305,127.0804,1664937.6,39.812832,-91.528313,6.3990278,6.4358459,.033404026,.00082304137,.036818098,-.0034140714
"Farmers & Trader's Commission Co., MO",May 2010,5,2010,May 2010_40,360339.41,-13576.37,600.81781,1852,117.05575,134.25163,1302496.4,39.812832,-91.528313,6.3986611,6.4354792,-.00036932799,.00082250265,.036818098,-.037187427
"Farmers & Trader's Commission Co., MO",Jun 2010,6,2010,Jun 2010_40,360339.41,-13576.37,600.42059,457,115.75819,132.76346,317631.44,39.812832,-91.528313,6.4029775,6.4397955,-.0053472691,.0020619156,.036818098,-.042165369
"Farmers & Trader's Commission Co., MO",Jul 2010,7,2010,Jul 2010_40,360339.41,-13576.37,659.09814,1030,114.66819,131.51334,778449.19,39.812832,-91.528313,6.4015713,6.4383893,.089301147,.0016516857,.036818098,.052483045
"Farmers & Trader's Commission Co., MO",Aug 2010,8,2010,Aug 2010_40,360339.41,-13576.37,649.79651,978,119.35945,136.89377,758530.56,39.812832,-91.528313,6.399683,6.436501,.076976389,.0011080424,.036818098,.04015829
"Farmers & Trader's Commission Co., MO",Sep 2010,9,2010,Sep 2010_40,360339.41,-13576.37,593.59351,983,113.31459,129.96089,661193.38,39.812832,-91.528313,6.399683,6.436501,-.013488202,.0011080424,.036818098,-.050306302
"Farmers & Trader's Commission Co., MO",Oct 2010,10,2010,Oct 2010_40,360339.41,-13576.37,615.70569,1512,108.00992,123.87694,1005515.1,39.812832,-91.528313,6.399683,6.436501,.02308616,.0011080424,.036818098,-.013731938
"Farmers & Trader's Commission Co., MO",Nov 2010,11,2010,Nov 2010_40,360339.41,-13576.37,598.11481,1521,109.93842,126.08874,1000145.6,39.812832,-91.528313,6.399683,6.436501,-.0059002927,.0011080424,.036818098,-.042718392
"Farmers & Trader's Commission Co., MO",Dec 2010,12,2010,Dec 2010_40,360339.41,-13576.37,598.73798,1226,120.81876,138.56746,886873.5,39.812832,-91.528313,6.399683,6.436501,-.0048588803,.0011080424,.036818098,-.04167698
"Farmers & Trader's Commission Co., MO",Jan 2011,1,2011,Jan 2011_40,360339.41,-13576.37,592.2113,1615,127.62271,141.89206,1220610.6,39.812832,-91.528313,6.399683,6.436501,-.01581946,.0011080424,.036818098,-.052637558
"Farmers & Trader's Commission Co., MO",Feb 2011,2,2011,Feb 2011_40,360339.41,-13576.37,639.62701,2528,130.49774,145.08855,2110118.8,39.812832,-91.528313,6.399683,6.436501,.061202139,.0011080424,.036818098,.02438404
"Farmers & Trader's Commission Co., MO",Mar 2011,3,2011,Mar 2011_40,360339.41,-13576.37,605.56781,1694,138.04965,153.48482,1416157.3,39.812832,-91.528313,6.3976068,6.4344249,.0085598398,.0017566598,.036818098,-.028258258
"Farmers & Trader's Commission Co., MO",Apr 2011,4,2011,Apr 2011_40,360339.41,-13576.37,587.02161,1856,143.02452,159.01591,1558269.4,39.812832,-91.528313,6.3984766,6.4352946,-.023414897,.0014114167,.036818098,-.060232997
"Farmers & Trader's Commission Co., MO",May 2011,5,2011,May 2011_40,360339.41,-13576.37,593.5885,1007,135.60255,150.76411,810555.56,39.812832,-91.528313,6.3991776,6.4359956,-.012991473,.0012005719,.036818098,-.049809571
"Farmers & Trader's Commission Co., MO",Jun 2011,6,2011,Jun 2011_40,360339.41,-13576.37,678.11859,899,126.24661,140.36211,769635.5,39.812832,-91.528313,6.3955288,6.4323468,.12379365,.00013932664,.036818098,.086975552
"Farmers & Trader's Commission Co., MO",Jul 2011,7,2011,Jul 2011_40,360339.41,-13576.37,591.46765,362,141.0609,156.83275,302027.28,39.812832,-91.528313,6.3958192,6.4326372,-.013212232,.00021700564,.036818098,-.050030332
"Farmers & Trader's Commission Co., MO",Aug 2011,8,2011,Aug 2011_40,360339.41,-13576.37,628.49811,1141,134.79584,149.86719,966642.88,39.812832,-91.528313,6.3955064,6.4323244,.047826715,.00013378212,.036818098,.011008617
"Farmers & Trader's Commission Co., MO",Sep 2011,9,2011,Sep 2011_40,360339.41,-13576.37,639.91852,972,131.98807,146.7455,820966.88,39.812832,-91.528313,6.3955064,6.4323244,.06583447,.00013378212,.036818098,.029016372
"Farmers & Trader's Commission Co., MO",Oct 2011,10,2011,Oct 2011_40,360339.41,-13576.37,603.78558,2018,131.02602,145.67587,1596472.5,39.812832,-91.528313,6.3955064,6.4323244,.0077127903,.00013378212,.036818098,-.029105309
"Farmers & Trader's Commission Co., MO",Nov 2011,11,2011,Nov 2011_40,360339.41,-13576.37,617.93311,1301,140.02992,155.68651,1125744,39.812832,-91.528313,6.3955064,6.4323244,.030873725,.00013378212,.036818098,-.005944374
"Farmers & Trader's Commission Co., MO",Dec 2011,12,2011,Dec 2011_40,360339.41,-13576.37,596.43347,1287,137.9521,153.37637,1058934,39.812832,-91.528313,6.3955064,6.4323244,-.0045385868,.00013378212,.036818098,-.041356687
"Farmers & Trader's Commission Co., MO",Jan 2012,1,2012,Jan 2012_40,360339.41,-13576.37,607.00372,2115,156.41765,170.38058,2008109.9,39.812832,-91.528313,6.3955064,6.4323244,.013028571,.00013378212,.036818098,-.023789529
"Farmers & Trader's Commission Co., MO",Feb 2012,2,2012,Feb 2012_40,360339.41,-13576.37,624.87146,2071,159.83904,174.10739,2068491,39.812832,-91.528313,6.3955064,6.4323244,.042039342,.00013378212,.036818098,.0052212449
"Farmers & Trader's Commission Co., MO",Mar 2012,3,2012,Mar 2012_40,360339.41,-13576.37,518.48651,1885,174.36903,189.93445,1704190.8,39.812832,-91.528313,6.3935213,6.4303393,-.1426072,.0010866687,.036818098,-.1794253
"Farmers & Trader's Commission Co., MO",Apr 2012,4,2012,Apr 2012_40,360339.41,-13576.37,591.20374,1190,162.60919,177.12482,1144008.4,39.812832,-91.528313,6.3951316,6.4319496,-.012970782,.00023680337,.036818098,-.049788881
"Farmers & Trader's Commission Co., MO",May 2012,5,2012,May 2012_40,360339.41,-13576.37,633.86426,642,155.38071,169.25108,632307.63,39.812832,-91.528313,6.3946929,6.4315114,.057141595,.00045594224,.036818098,.020323494
"Farmers & Trader's Commission Co., MO",Jun 2012,6,2012,Jun 2012_40,360339.41,-13576.37,666.70874,753,161.3506,175.75388,810031.13,39.812832,-91.528313,6.3880997,6.4249182,.1142533,.0016518893,.036818098,.077435203
"Farmers & Trader's Commission Co., MO",Jul 2012,7,2012,Jul 2012_40,360339.41,-13576.37,610.37091,599,133.96973,145.9288,489809.69,39.812832,-91.528313,6.3873649,6.4241834,.026701752,.0018659515,.036818098,-.010116346
"Farmers & Trader's Commission Co., MO",Aug 2012,8,2012,Aug 2012_40,360339.41,-13576.37,676.21777,742,134.34024,146.3324,674056.94,39.812832,-91.528313,6.3876152,6.4244332,.12890023,.0017930375,.036818098,.092082135
